lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-2_ses-15_T1w	2563.0	722.0	6543.0	3387.0	2410.0	11588.0	13149.0	10791.0	3236.0	14227.0	8989.0	7698.0	5494.0	13723.0	2032.0	3456.0	6596.0	2812.0	4436.0	2406.0	10117.0	2418.0	13479.0	10758.0	2715.0	18930.0	24995.0	13269.0	14146.0	10250.0	1192.0	2756.0	1193.0	8042.0	1296933.0	1640429.623848
sub-2_ses-16_T1w	2742.0	1125.0	6585.0	3514.0	2440.0	11733.0	13193.0	10854.0	3282.0	14386.0	8809.0	7979.0	6018.0	13709.0	2105.0	3592.0	6655.0	2844.0	4385.0	2559.0	10370.0	2510.0	13789.0	11199.0	2624.0	18887.0	25425.0	13912.0	13877.0	10900.0	1022.0	2943.0	1221.0	7481.0	1300914.0	1622170.608952
sub-2_ses-17_T1w	2581.0	1362.0	6418.0	3473.0	2435.0	11181.0	12929.0	10817.0	3181.0	14127.0	9048.0	7875.0	5978.0	13703.0	1978.0	3456.0	6556.0	2721.0	4447.0	2603.0	10126.0	2822.0	13560.0	11004.0	2811.0	18920.0	24787.0	13238.0	13964.0	10310.0	1068.0	2991.0	1179.0	7636.0	1297984.0	1659628.37542
sub-2_ses-18_T1w	2680.0	985.0	6638.0	3462.0	2782.0	12202.0	13258.0	10153.0	3289.0	14639.0	9202.0	7831.0	5902.0	13229.0	2268.0	3767.0	6754.0	2686.0	4479.0	2539.0	10596.0	2603.0	13996.0	11270.0	2791.0	18913.0	25641.0	13561.0	14541.0	10453.0	1174.0	2515.0	1267.0	8225.0	1306144.0	1645580.299923
sub-2_ses-19_T1w	2775.0	825.0	6554.0	3567.0	2387.0	11741.0	13644.0	11183.0	3284.0	14550.0	9072.0	7797.0	6022.0	13881.0	2039.0	3606.0	6620.0	2803.0	4622.0	2493.0	10356.0	2425.0	14040.0	11145.0	2815.0	19092.0	24948.0	13495.0	13896.0	10783.0	1064.0	2985.0	1225.0	7860.0	1300103.0	1626632.099584
sub-2_ses-20_T1w	2599.0	1125.0	6486.0	3576.0	2507.0	11675.0	13361.0	10665.0	3401.0	14312.0	8936.0	7893.0	6243.0	13621.0	2175.0	3632.0	6743.0	2752.0	4466.0	2460.0	10586.0	2457.0	13861.0	11385.0	2860.0	19557.0	25730.0	13609.0	14073.0	10581.0	1027.0	3084.0	1288.0	7663.0	1309587.0	1623514.177817
sub-2_ses-21_T1w	2756.0	849.0	6772.0	3532.0	2194.0	12008.0	13561.0	10671.0	3279.0	14525.0	9164.0	7906.0	6074.0	13733.0	2177.0	3672.0	6748.0	2698.0	4515.0	2500.0	10351.0	2457.0	13929.0	11473.0	2864.0	19741.0	25444.0	13408.0	13896.0	10854.0	1084.0	3230.0	1172.0	7862.0	1308746.0	1649143.032261
sub-2_ses-22_T1w	2656.0	1066.0	6640.0	3496.0	2365.0	11648.0	13410.0	10651.0	3285.0	14864.0	8837.0	8179.0	5733.0	14017.0	2078.0	3547.0	6454.0	2830.0	4514.0	2450.0	10330.0	2638.0	14176.0	11413.0	2766.0	19101.0	25494.0	13808.0	14310.0	10458.0	1068.0	2816.0	1202.0	8073.0	1310753.0	1633420.416629
sub-2_ses-23_T1w	2749.0	964.0	6624.0	3541.0	2169.0	11723.0	13606.0	10896.0	3336.0	14837.0	9257.0	8150.0	5600.0	13770.0	2169.0	3741.0	6545.0	2822.0	4675.0	2556.0	10367.0	2382.0	14142.0	11318.0	2709.0	19256.0	26137.0	13997.0	13913.0	10804.0	971.0	3680.0	1209.0	8034.0	1311205.0	1634763.232587
sub-2_ses-24_T1w	2755.0	1478.0	6570.0	3503.0	2474.0	11660.0	13510.0	11013.0	3358.0	14748.0	9129.0	8078.0	5750.0	13689.0	2222.0	3525.0	6665.0	2769.0	4682.0	2494.0	10328.0	2856.0	14019.0	11745.0	2825.0	19256.0	25788.0	13579.0	14276.0	10516.0	1052.0	2877.0	1203.0	7992.0	1306841.0	1643422.174738
sub-2_ses-25_T1w	2622.0	694.0	6702.0	3478.0	2618.0	11727.0	13582.0	10522.0	3287.0	14105.0	8948.0	8076.0	5650.0	13604.0	2053.0	3519.0	6637.0	2763.0	4381.0	2466.0	10107.0	2340.0	13646.0	11062.0	2719.0	19174.0	25177.0	13344.0	14135.0	10284.0	984.0	2460.0	1177.0	8314.0	1298328.0	1653651.081123
sub-2_ses-26_T1w	2606.0	769.0	7040.0	3574.0	2439.0	11629.0	13358.0	10757.0	3186.0	14914.0	9093.0	7917.0	5854.0	13930.0	1924.0	3770.0	6814.0	2775.0	4358.0	2481.0	10353.0	2574.0	14266.0	11273.0	2593.0	18955.0	25622.0	13691.0	14099.0	10474.0	1101.0	2889.0	1191.0	8066.0	1307272.0	1635443.488623
sub-2_ses-27_T1w	2663.0	819.0	6707.0	3539.0	2177.0	11383.0	13286.0	10413.0	3224.0	14324.0	9147.0	7683.0	6043.0	13499.0	2017.0	3637.0	6559.0	2682.0	4332.0	2478.0	10280.0	2393.0	13787.0	11223.0	2642.0	18567.0	25140.0	13561.0	13982.0	10113.0	1022.0	3022.0	1194.0	7383.0	1299537.0	1670780.348511
sub-2_ses-28_T1w	2665.0	967.0	6644.0	3514.0	2412.0	11812.0	13257.0	11009.0	3408.0	14448.0	9103.0	8022.0	6216.0	13872.0	2123.0	3571.0	6767.0	2894.0	4516.0	2525.0	10181.0	2484.0	13805.0	10924.0	2929.0	19148.0	25395.0	13548.0	14194.0	10463.0	1073.0	2696.0	1188.0	7594.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	2760.0	971.0	6879.0	3542.0	2464.0	11459.0	13328.0	10972.0	3342.0	14365.0	9037.0	8056.0	5934.0	13774.0	2076.0	3578.0	6635.0	2886.0	4506.0	2559.0	10652.0	2599.0	13979.0	11364.0	2847.0	19165.0	25519.0	13754.0	14277.0	10356.0	1159.0	2805.0	1249.0	8188.0	1310647.0	1680910.842606
sub-2_ses-30_T1w	2555.0	924.0	6673.0	3564.0	2036.0	11537.0	13267.0	10823.0	3316.0	14099.0	8812.0	7999.0	5842.0	13839.0	1979.0	3568.0	6541.0	2719.0	4304.0	2603.0	10336.0	2302.0	13413.0	11189.0	2885.0	18804.0	25141.0	13540.0	14502.0	10492.0	936.0	3091.0	1188.0	8126.0	1291758.0	1709080.824849
sub-2_ses-31_T1w	2716.0	1028.0	6895.0	3516.0	2507.0	11269.0	13401.0	10865.0	3369.0	14537.0	9053.0	8006.0	5556.0	13984.0	2088.0	3726.0	6907.0	2824.0	4368.0	2691.0	10410.0	2556.0	14006.0	11255.0	2598.0	19235.0	25618.0	13593.0	14226.0	10692.0	1096.0	3082.0	1224.0	8173.0	1310970.0	1636262.738909
sub-2_ses-32_T1w	2681.0	967.0	6753.0	3592.0	2093.0	11484.0	13549.0	10821.0	3367.0	14593.0	8894.0	7961.0	5815.0	13731.0	2135.0	3706.0	6840.0	2813.0	4373.0	2510.0	10758.0	2500.0	13860.0	11221.0	2622.0	18956.0	25492.0	13707.0	14286.0	10661.0	1071.0	2833.0	1161.0	7735.0	1304827.0	1630004.557942
sub-2_ses-33_T1w	2628.0	998.0	6694.0	3844.0	2327.0	12076.0	13580.0	10638.0	3456.0	14703.0	9243.0	8009.0	6150.0	13975.0	2113.0	3739.0	6834.0	2738.0	4438.0	2529.0	10641.0	2629.0	14124.0	11543.0	2827.0	19296.0	25980.0	13872.0	14293.0	10938.0	1176.0	3049.0	1226.0	7468.0	1314538.0	1653611.591144
sub-2_ses-34_T1w	2749.0	868.0	6281.0	3451.0	2046.0	11428.0	13185.0	10498.0	3494.0	14245.0	9027.0	7754.0	6154.0	13533.0	2054.0	3488.0	6527.0	2677.0	4428.0	2398.0	10132.0	2618.0	13861.0	11050.0	2628.0	19002.0	24787.0	13407.0	14200.0	10618.0	1024.0	3014.0	1198.0	7358.0	1292732.0	1670095.132907
sub-2_ses-35_T1w	2705.0	986.0	6815.0	3556.0	2246.0	11830.0	13719.0	10860.0	3235.0	14935.0	8956.0	7991.0	6280.0	13853.0	2008.0	3747.0	6900.0	2735.0	4460.0	2460.0	10679.0	2520.0	13934.0	11195.0	2754.0	19349.0	25596.0	13846.0	14001.0	10683.0	982.0	3038.0	1278.0	7575.0	1302889.0	1636225.221821
sub-2_ses-36_T1w	2659.0	1089.0	7111.0	3635.0	2281.0	11933.0	14171.0	11235.0	3161.0	14498.0	9466.0	7913.0	6561.0	13579.0	1930.0	3693.0	6669.0	2676.0	4541.0	2463.0	10617.0	2676.0	14591.0	11463.0	2923.0	19338.0	25989.0	14284.0	13828.0	10612.0	1037.0	3097.0	1238.0	7416.0	1327908.0	1647698.579216
sub-2_ses-37_T1w	2591.0	1153.0	6762.0	3558.0	2205.0	11833.0	13972.0	10643.0	3265.0	14068.0	8902.0	8483.0	5871.0	13161.0	2127.0	3577.0	6674.0	2578.0	4474.0	2603.0	10283.0	2471.0	14002.0	11035.0	2847.0	18927.0	25312.0	13749.0	13810.0	10536.0	1010.0	2840.0	1183.0	8441.0	1313180.0	1647136.248558
sub-2_ses-38_T1w	2609.0	1132.0	7000.0	3582.0	2503.0	11990.0	13161.0	10346.0	3317.0	13900.0	9283.0	7991.0	6548.0	13290.0	2033.0	3596.0	6458.0	2542.0	4482.0	2610.0	10653.0	2418.0	14209.0	10898.0	2767.0	18589.0	25650.0	13558.0	14027.0	10597.0	1128.0	2476.0	1293.0	7666.0	1308214.0	1639297.80962
sub-2_ses-39_T1w	2645.0	949.0	7002.0	3576.0	2506.0	11864.0	13713.0	10744.0	3245.0	13945.0	9228.0	7942.0	6536.0	13505.0	2026.0	3556.0	6383.0	2664.0	4417.0	2576.0	10435.0	2336.0	14142.0	11064.0	2695.0	19090.0	25175.0	13924.0	13668.0	10406.0	1032.0	2724.0	1218.0	7634.0	1314503.0	1634449.798608
sub-2_ses-40_T1w	2552.0	781.0	6713.0	3487.0	1911.0	11347.0	13293.0	10676.0	3172.0	13826.0	8996.0	7598.0	6154.0	13644.0	1923.0	3528.0	6347.0	2585.0	4553.0	2301.0	10089.0	2330.0	13793.0	10777.0	2622.0	19089.0	25334.0	13331.0	13628.0	9771.0	1058.0	2746.0	1145.0	7366.0	1317729.0	1640552.805757
